_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material,gold
2875884,8554,3893,18,Bayliner.18' BR,Port Harbor Marine,"Raymond, Maine",2014,22995,Fiberglass,18,Bayliner 18' BR,"Port Harbor Marine
   ","Raymond, ME",2014,22995,Fiberglass,0
2876758,8557,3888,18,Bayliner.180 Element XL,Port Harbor Marine,"Raymond, Maine",2017,27668,Fiberglass,18,Bayliner 180 Element XL,"Port Harbor Marine
   ","Raymond, ME",2017,27668,Fiberglass,0
2880528,8570,3849,18,Bayliner.Element 180 XL,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017,Call for Price,Fiberglass,0
2913698,8683,3910,18,Bayliner.195 DB,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",2017,Request Price,Fiberglass,18,Bayliner 195 DB,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017,Call for Price,Fiberglass,0
2914579,8686,3912,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,20899,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2914585,8686,3918,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,20899,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2914880,8687,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2914887,8687,3927,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2914900,8687,3940,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2915460,8689,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2915464,8689,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2915751,8690,3912,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2916345,8692,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2916363,8692,3938,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017,1,Fiberglass,0
2917222,8695,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2917515,8696,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/ holly hill, Florida",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2918101,8698,3918,18,Bayliner.Element XL,Harbor View Marine,"PENSACOLA, FL/ Orange Beach, Alabama",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2918111,8698,3928,18,Bayliner.Element XL,Harbor View Marine,"PENSACOLA, FL/ Orange Beach, Alabama",2017,Request Price,Fiberglass,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017,1,Fiberglass,0
2929833,8738,3930,18,Chaparral.H2O 18 Ski and Fish,Amity Harbor Marine Inc,"Amityville, New York",2017,Request Price,Fiberglass,18,Chaparral H2O 18 Ski and Fish,"Amity Harbor Marine Inc
   ","Amityville, NY",2017,,Fiberglass,0
2937471,8764,3950,18,"Chris Craft Classic.18' Continental, 1956",Sea D.A. Yachts,"Virginia Beach, Virginia",1956,24500,Wood,18,"Chris Craft Classic 18' Continental, 1956","Sea D.A. Yachts
   ","Virginia Beach, VA",1956,24500,Wood,0
2947729,8799,3953,18,Four Winns.180 Horizon,Nautical Ventures,"Dania beach, Florida",2008,13900,Fiberglass,18,Four Winns 180 Horizon,"Nautical Ventures
   ","Dania beach, FL",2008,13900,Fiberglass,0
2963578,8853,3980,18,Glastron.V-182 Crestflite -Great Value,Cahoon Yacht Brokerage,"Harwich Port, Massachusetts",1975,2100,Fiberglass,18,Glastron V-182 Crestflite -Great Value,"Cahoon Yacht Brokerage
   ","Harwich Port, MA",1975,2100,Fiberglass,0
2981742,8915,3978,18,Hurricane.188 Sundeck Sport,Wye River Marine,"Kent Island, Maryland",2016,28900,Fiberglass,18,Hurricane 187 SUNDECK,"Wye River Marine
   ","Kent Island, MD",2016,29900,Fiberglass,0
2997286,8968,3993,18,Maxum.1800MX Sport Boat,Boulder Boats,"Henderson, Nevada",2005,9995,Fiberglass,18,Maxum 1800MX Sport Boat,"Boulder Boats
   ","Henderson, NV",2005,9995,Fiberglass,0
3002580,8986,4013,18,Sea Ray.180 Open Bow,Tetzlaff Yacht Sales,"Stillwater, Minnesota",1998,4590,Fiberglass,18,Sea Ray 180 Open Bow,"Tetzlaff Yacht Sales
   ","Stillwater, MN",1998,4590,Fiberglass,0
3003464,8989,4018,18,Sea Ray.180 Bow Rider,Legendary Marine Gulf Shores,"Gulf Shores, Alabama",1992,9999,Fiberglass,18,Sea Ray 180BR,"Legendary Marine
   ","Gulf Shores, AL",1992,7990,Fiberglass,0
3008157,9005,4023,18,Sea Ray.185 Sport,MarineMax Gulf Shores,"Gulf Shores, Alabama",2011,18999,Fiberglass,18,Sea Ray 185 Sport,"MarineMax Inc.
   ","Gulf Shores, AL",2011,18999,Fiberglass,0
3012063,9018,4120,18,Sea Ray.185 Bow Rider,Amity Harbor Marine Inc,"Amityville, New York",2008,14995,Fiberglass,18,Sea Ray 175 Sport,"South Shore Dry Dock Marine, Inc.
   ","New Bedford, MA",2008,17900,Fiberglass,0
3020184,9046,4037,18,Sea Ray.Bow Rider,Montauk Yacht Sales,United States,2002,9900,Fiberglass,18,Sea Ray Bow Rider,"Montauk Yacht Sales
   ",United States,2002,9900,Fiberglass,0
3022834,9055,4050,18,Starcraft.1810 Bowrider LX,Boat Brokers LKN,"Cornelius, North Carolina",2000,8900,Fiberglass,18,Starcraft 1810 Bowrider LX,"Boat Brokers LKN
   ","Cornelius, NC",2000,8900,Fiberglass,0
3050102,9148,4069,18,Wellcraft.180 Sportsman,The Nautic Group,"Kemah/Houston, Texas",2017,Request Price,Fiberglass,18,Wellcraft 180 Sportsman,"The Nautic Group
   ","Kemah/Houston, TX",2017,Call for Price,Fiberglass,0
3055410,9166,4103,18,Bayliner.175 Bowrider,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",2017,Request Price,Fiberglass,18,Bayliner 175 Bowrider,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017,Call for Price,Fiberglass,0
3055692,9167,4092,18,Bayliner.170 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23295,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24372,Fiberglass,0
3055978,9168,4085,18,Bayliner.170 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24348,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24348,Fiberglass,0
3055986,9168,4093,18,Bayliner.170 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24348,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23159,Fiberglass,0
3062424,9190,4085,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23159,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24348,Fiberglass,0
3062431,9190,4092,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23159,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24372,Fiberglass,0
3062434,9190,4095,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23159,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23645,Fiberglass,0
3063017,9192,4092,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23473,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24372,Fiberglass,0
3063018,9192,4093,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23473,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23159,Fiberglass,0
3063596,9194,4085,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23045,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24348,Fiberglass,0
3063609,9194,4098,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23045,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24258,Fiberglass,0
3066552,9204,4111,18,Bayliner.175 Bowrider,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2016,Request Price,Fiberglass,18,Bayliner 175 Bowrider,"Fox Chapel Marine
   ","Pittsburgh, PA",2016,1,Fiberglass,0
3066819,9205,4085,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24258,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24348,Fiberglass,0
3066823,9205,4089,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24258,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23295,Fiberglass,0
3066828,9205,4094,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24258,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23473,Fiberglass,0
3067409,9207,4089,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,24372,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23295,Fiberglass,0
3067991,9209,4085,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23645,Fiberglass,18,Bayliner 170 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,24348,Fiberglass,0
3068001,9209,4095,18,Bayliner.175 Bowrider,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,23645,Fiberglass,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Fife, WA",2016,23645,Fiberglass,0
3074168,9230,4109,18,Sea Ray.175 Sport,Afton Marina & Yacht Club,"Afton, Minnesota",2008,14900,Fiberglass,18,Sea Ray 175 Sport,"Afton Marina & Yacht Club
   ","Afton, MN",2008,14900,Fiberglass,0
3091427,9408,4172,17,Sea Ray.175 Sport,Oakdale Yacht Sales,"OAKDALE, New York",2007,10995,Fiberglass,17,Sea Ray 175 Sport,"Oakdale Yacht Sales
   ","OAKDALE, NY",2007,10995,Fiberglass,0
3091826,9414,4175,17,Sea Ray.175 Sport,Prince William Marina,"Woodbridge, Virginia",2011,21900,Fiberglass,17,Sea Ray 175 Sport,"Prince William Marina
   ","Woodbridge, VA",2011,21900,Fiberglass,0
3092951,9431,4179,17,Sea Ray.175 Sport,Brian's Marina,United States,1995,5995,Fiberglass,17,Sea Ray 175 Bowrider,"Brian's Marina
   ",United States,1995,5995,Fiberglass,0
3100276,9567,4234,16,Scarab.165 HO,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2016,26177,Fiberglass,16,Scarab 165 HO,"MarineMax Inc.
   ","Ship Bottom, NJ",2016,26177,Fiberglass,0
3100428,9570,4233,16,Scarab.165 HO Impulse,MarineMax Dallas,"Lewisville, Texas",2016,30750,Fiberglass,16,Scarab 165 HO Impulse,"MarineMax Inc.
   ","Lewisville, TX",2016,30750,Fiberglass,0
